PROVIDER,ICEE/ARC/NASA
WEBSITE,https://www.astrochemistry.org/ramdb/
VERSION,1.00
DATE,2026-04-03T21:34:56-07:00
LINK,https://www.astrochemistry.org/ramdb/raman/1.00/default/details/Diamond_532_microimaging_homogeneous_293K_none_0_solid_microcrystals_06232022
REFERENCES,"Mattioda, A.L., Gavilan, L., Ricketts, C.L., Najeeb, P.K., Ricca, A., Boersma, C., ""The NASA Raman Spectroscopic Database: Ramdb version 1.00"", 2024, Icarus, 408, 115769 doi:10.1016/j.icarus.2023.115769"
NOTE,"PLEASE CITE THE APPROPRIATE REFERENCES WHEN USING THESE DATA"
XUNITS,1/CM
YUNITS,"NORMALIZED INTENSITY"
FIRSTX,200.30160522461
LASTX,3631.8015136719
NPOINTS,6864
FIRSTY,0.00012654154852498
MAXY,1
MINY,-0.00082992110401392
XYDATA
200.30160522461,0.00012654154852498
200.80160522461,0.00010438900062582
201.30160522461,8.3699691458605E-5
201.80160522461,5.7156456023222E-5
202.30160522461,2.6222332962789E-5
202.80160522461,-9.1031033662148E-6
203.30160522461,-4.2966777982656E-5
203.80160522461,-7.0978996518534E-5
204.30160522461,-8.4359860920813E-5
204.80160522461,-8.1646314356476E-5
205.30160522461,-5.991181024001E-5
205.80160522461,-2.5009985620272E-5
206.30160522461,1.5742205505376E-5
206.80160522461,5.3564457630273E-5
207.30160522461,8.1139834946953E-5
207.80160522461,9.1151319793426E-5
208.30160522461,8.5062114521861E-5
208.80160522461,6.4335283241235E-5
209.30160522461,3.7750713090645E-5
209.80160522461,8.2346959970891E-6
210.30160522461,-1.5432999134646E-5
210.80160522461,-3.1789513741387E-5
211.30160522461,-3.9371960156132E-5
211.80160522461,-4.4034324673703E-5
212.30160522461,-4.4313645048533E-5
212.80160522461,-4.6063807531027E-5
213.30160522461,-5.2211889851606E-5
213.80160522461,-6.1294784245547E-5
214.30160522461,-7.0385947765317E-5
214.80160522461,-7.8022145316936E-5
215.30160522461,-7.8349927207455E-5
215.80160522461,-7.1369264333043E-5
216.30160522461,-5.2689923904836E-5
216.80160522461,-2.5238468879252E-5
217.30160522461,6.5952044678852E-6
217.80160522461,3.6957859265385E-5
218.30160522461,6.1459621065296E-5
218.80160522461,7.571057358291E-5
219.30160522461,7.5320749601815E-5
219.80160522461,6.4680352807045E-5
220.30160522461,5.1106260798406E-5
220.80160522461,3.6061777791474E-5
221.30160522461,2.6863654056797E-5
221.80160522461,2.936522832897E-5
222.30160522461,4.2102910811082E-5
222.80160522461,5.9222944400972E-5
223.30160522461,7.779828592902E-5
223.80160522461,9.19750527828E-5
224.30160522461,9.5899304142222E-5
224.80160522461,8.6643733084202E-5
225.30160522461,6.8597815698013E-5
225.80160522461,4.6150955313351E-5
226.30160522461,2.6619220079738E-5
226.80160522461,1.5855252058827E-5
227.30160522461,2.1175043002586E-5
227.80160522461,4.2577670683386E-5
228.30160522461,6.9818539486732E-5
228.80160522461,9.5579758635722E-5
